BMI;Gewicht;KH
31,722;80,5;159,3
28,064;83,8;172,8
22,806;55,5;156
26,496;66,9;158,9
21,061;59,3;167,8
24,534;67,2;165,5
24,741;66,3;163,7
21,682;59,1;165,1
40,52;114,5;168,1
40,852;115,3;168
35,888;95;162,7
23,757;64,6;164,9
29,829;73,9;157,4
31,738;83,5;162,2
26,293;69,6;162,7
39,632;110;166,6
22,694;60;162,6
27,527;72,6;162,4
24,74;63,653;160,4
21,714;52,032;154,8
21,839;66,5;174,5
22,079;53,8;156,1
24,913;63,3;159,4
41,231;111,3;164,3
30,366;89;171,2
54,963;143;161,3
42,616;114,2;163,7
20,95;53,7;160,1
19,35;55,2;168,9
19,401;56,4;170,5
21,236;55,8;162,1
22,852;56,4;157,1
22,093;58,7;163
21,028;60,7;169,9
28,384;72,3;159,6
23,296;68,6;171,6
23,293;55,6;154,5
27,172;81,7;173,4
26,17;72,2;166,1
23,839;62,1;161,4
29,585;85,5;170
20,688;52,5;159,3
25,741;65,569;159,6
25,451;69,543;165,3
20,924;61,4;171,3
20,518;56,2;165,5
25,641;72,8;168,5
18,853;59,6;177,8
22,089;49,7;150
23,4;57,9;157,3
17,843;43,2;155,6
43,234;128,5;172,4
24,48;77,3;177,7
20,631;57,4;166,8
28,594;78,7;165,9
40,459;112,7;166,9
23,946;75,7;177,8
27,641;78,2;168,2
24,045;67,3;167,3
28,597;75,7;162,7
43,504;112,907;161,1
27,016;70,027;161
50,379;120,1;154,4
32,63;94,3;170
23,072;63,5;165,9
17,538;49,5;168
22,998;54,4;153,8
25,532;77,3;174
25,949;61,7;154,2
27,591;75,3;165,2
37,314;106,7;169,1
20,129;55,4;165,9
30,776;84,5;165,7
26,39;73,6;167
21,156;50,5;154,5
46,507;112,6;155,6
30,427;71,6;153,4
24,843;87,9;188,1
28,817;82,5;169,2
17,074;42,3;157,4
20,779;52,4;158,8
20,872;53,5;160,1
36,79;95,6;161,2
30,285;75,7;158,1
33,298;93,2;167,3
38,299;97,8;159,8
37,04;91,3;157
32,675;78,4;154,9
18,937;52,751;166,9
22,754;62,7;166
19,936;55,8;167,3
25,43;69,4;165,2
33,112;83,5;158,8
21,079;55,8;162,7
34,799;98,1;167,9
27,053;71,7;162,8
17,505;43,7;158
21,34;61,6;169,9
34,242;89,2;161,4
26,595;75,6;168,6
33,436;89,6;163,7
30,629;79;160,6
29,967;77,1;160,4
18,27;49,5;164,6
18,86;41,2;147,8
22,295;58,8;162,4
17,358;37;146
25,067;56,4;150
18,086;35,5;140,1
18,923;50,4;163,2
17,842;42,7;154,7
22,16;56,8;160,1
15,229;27,1;133,4
15,886;25,1;125,7
16,511;38,6;152,9
18,136;33,2;135,3
21,586;60,2;167
20,946;56,2;163,8
21,601;50,5;152,9
26,385;65,7;157,8
28,752;74,9;161,4
19,167;51,3;163,6
25,294;60,3;154,4
29,22;71,2;156,1
31,677;81,6;160,5
18,859;47,2;158,2
25,086;64,3;160,1
26,094;66,3;159,4
28,315;76,9;164,8
25,246;74,6;171,9
25,405;63,1;157,6
41,712;109,2;161,8
36,197;97;163,7
24,736;62,3;158,7
27,087;70,3;161,1
30,99;88,3;168,8
24,81;62,8;159,1
28,844;81,7;168,3
39,417;99,4;158,8
25,27;66,4;162,1
21,065;62,9;172,8
29,307;84,4;169,7
29,447;72,4;156,8
26,684;73;165,4
23,907;65,8;165,9
35,008;96,7;166,2
25,106;62,2;157,4
31,705;83;161,8
30,861;75,2;156,1
34,822;91,5;162,1
35,186;93,6;163,1
22,951;56,5;156,9
30,323;78,6;161
22,847;64,1;167,5
31,49;90,9;169,9
22,568;54,5;155,4
37,849;97,5;160,5
24,401;62,7;160,3
32,659;72,7;149,2
28,129;72,1;160,1
18,597;52,8;168,5
30,113;80,4;163,4
23,988;66,9;167
23,451;53,4;150,9
23,671;53,9;150,9
26,617;67,8;159,6
29,465;73;157,4
21,383;61;168,9
24,769;54,4;148,2
33,025;87,1;162,4
39,215;91,2;152,5
45,21;109,6;155,7
35,51;94;162,7
46,369;112,7;155,9
49,275;105,9;146,6
26,115;64,7;157,4
28,192;71,9;159,7
29,01;76,7;162,6
23,506;65,4;166,8
36,861;86,4;153,1
22,211;55,8;158,5
34,854;118,9;184,7
23,884;59,7;158,1
21,332;56,4;162,6
31,933;88,1;166,1
29,94;77,8;161,2
34,975;87,2;157,9
25,38;62,4;156,8
28,329;84,2;172,4
25,262;65,4;160,9
42,876;115,6;164,2
25,166;68,1;164,5
34,026;80,8;154,1
30,645;72,3;153,6
27,268;64,5;153,8
43,777;106,4;155,9
35,341;96,1;164,9
21,373;60,9;168,8
26,568;73,3;166,1
22,197;52,3;153,5
31,016;81,5;162,1
23,977;58,8;156,6
29,586;85;169,5
29,51;68;151,8
49,782;127,6;160,1
50,971;148;170,4
27,513;73,1;163
22,142;61,9;167,2
28,87;76,8;163,1
28,091;83,2;172,1
27,288;78,4;169,5
22,141;69,6;177,3
27,705;72,8;162,1
25,697;70,3;165,4
23,011;56;156
34,119;94,7;166,6
32,853;98,1;172,8
40,614;94,7;152,7
22,193;67,5;174,4
22,373;55,5;157,5
36,872;86,2;152,9
39,361;101,9;160,9
40,038;106,9;163,4
32,439;81,7;158,7
21,625;70,3;180,3
26,094;72,6;166,8
21,132;63,1;172,8
24,704;63,4;160,2
40,032;104,8;161,8
21,606;60,4;167,2
24,152;57,8;154,7
30,273;95,7;177,8
27,462;63,7;152,3
30,674;80,8;162,3
25,432;61,1;155
19,719;53,1;164,1
33,617;85,2;159,2
32,274;88,4;165,5
23,985;70,3;171,2
30,787;82,3;163,5
24,662;61,8;158,3
33,47;101,1;173,8
28,672;79,2;166,2
27,897;83,3;172,8
23,215;61;162,1
23,825;54,9;151,8
34,288;81;153,7
34,384;74,3;147
20,872;53,5;160,1
21,037;64,5;175,1
19,151;56;171
34,57;74,5;146,8
21,811;64,6;172,1
16,968;28,5;129,6
16,062;24,3;123
15,699;25,4;127,2
29,625;76,6;160,8
27,426;63,7;152,4
16,306;27,6;130,1
27,206;69,3;159,6
19,502;52,9;164,7
17,191;40,4;153,3
15,987;34,5;146,9
14,36;30,4;145,5
22,028;55,2;158,3
14,793;26,8;134,6
20,691;53,3;160,5
20,688;52,5;159,3
20,275;55,4;165,3
20,614;51,2;157,6
24,326;64;162,2
31,289;79,5;159,4
23,982;61,7;160,4
35,611;75,7;145,8
31,781;86;164,5
20,344;44,2;147,4
32,239;94,6;171,3
22,216;63,6;169,2
23,021;56,6;156,8
24,214;57,5;154,1
37,972;91,7;155,4
35,557;93,2;161,9
28,76;84;170,9
23,564;67,7;169,5
27,401;67,8;157,3
28,769;86,7;173,6
24,722;58,1;153,3
45,606;111,7;156,5
32,843;86,3;162,1
29,847;65,2;147,8
35,768;94,8;162,8
29,934;81,1;164,6
23,195;61,4;162,7
21,844;53,5;156,5
24,125;65,6;164,9
32,522;85,667;162,3
20,544;48,723;154
21,749;36,755;130
32,348;86,684;163,7
28,544;81,138;168,6
16,892;23,164;117,1
27,945;76,265;165,2
29,661;79;163,2
12,402;26,8;147
43,138;108,1;158,3
25,174;58,7;152,7
18,136;35,7;140,3
33,067;85,5;160,8
16,339;24,8;123,2
28,298;81,3;169,5
32,677;86,5;162,7
23,26;50,4;147,2
21,78;59,8;165,7
33,897;89,4;162,4
29,071;60,7;144,5
23,925;58;155,7
20,281;60,7;173
20,166;48,7;155,4
35,569;95,2;163,6
31,886;77,2;155,6
25,797;61,1;153,9
29,212;77,9;163,3
28,625;74,2;161
21,496;39,7;135,9
17,671;53,5;174
16,157;23,5;120,6
19,692;42,9;147,6
37,419;112,9;173,7
20,061;45,5;150,6
27,329;72,7;163,1
30,433;86,2;168,3
53,109;136,3;160,2
23,183;50,3;147,3
15,687;28;133,6
34,631;87;158,5
42,493;112,9;163
21,435;55,7;161,2
27,017;74;165,5
22,326;56,3;158,8
30,116;77;159,9
19,296;46,3;154,9
25,148;61,2;156
34,5;88,1;159,8
17,387;21;109,9
15,927;21,1;115,1
32,863;87,1;162,8
16,057;22,7;118,9
27,545;69,9;159,3
26,053;71,1;165,2
28,307;68,8;155,9
16,849;34,6;143,3
17,723;46,8;162,5
23,123;58,9;159,6
40,009;99,5;157,7
17,508;18,9;103,9
22,802;57,5;158,8
18,133;51,3;168,2
22,972;48,7;145,6
28,055;63,8;150,8
21,639;57;162,3
24,096;67,2;167
37,965;87,6;151,9
32,341;77,8;155,1
18,547;40,9;148,5
18,491;45;156
15,949;28;132,5
41,399;92,9;149,8
47,575;114,3;155
55,416;120,4;147,4
37,622;112,6;173
17,034;29,5;131,6
15,822;32,9;144,2
29,656;78,6;162,8
20,088;52,2;161,2
29,048;73,9;159,5
32,316;91,1;167,9
18,671;40,4;147,1
14,203;24,3;130,8
20,872;57,1;165,4
28,326;69,2;156,3
22,295;59,6;163,5
18,909;43;150,8
28,251;78,6;166,8
38,24;99;160,9
19,928;44,6;149,6
18,629;30;126,9
16,46;23,9;120,5
29,268;71,5;156,3
21,043;30,1;119,6
37,105;88,8;154,7
34,735;88,7;159,8
30,971;72,5;153
24,151;52,9;148
36,538;83,2;150,9
17,906;25,4;119,1
32,508;78;154,9
30,603;74;155,5
15,925;23,2;120,7
15,826;26,5;129,4
23,273;60,7;161,5
18,255;41,9;151,5
21,567;49,5;151,5
31,59;82,7;161,8
18,079;32,9;134,9
16,03;26,1;127,6
21,954;58,4;163,1
20,318;41,2;142,4
35,976;93,6;161,3
38,103;97,3;159,8
24,951;65,4;161,9
20,295;39,1;138,8
38,417;100,2;161,5
51,084;137,9;164,3
25,74;57,3;149,2
32,617;80,5;157,1
25,928;77,6;173
41,195;104,8;159,5
24,873;61,7;157,5
32,312;82,1;159,4
26,098;67,9;161,3
16,01;32,1;141,6
15,99;23,8;122
28,578;73,8;160,7
31,798;68,9;147,2
31,266;73;152,8
21,64;59,2;165,4
23,766;48,6;143
31,603;77,6;156,7
38,054;78,8;143,9
41,22;100,7;156,3
41,479;124;172,9
31,526;79,6;158,9
21,288;56,7;163,2
45,139;113,4;158,5
22,014;61,1;166,6
44,576;101,1;150,6
32,881;82,5;158,4
36,438;92,7;159,5
30,651;74,4;155,8
31,279;82,8;162,7
21,749;36,7;129,9
18,037;41,4;151,5
31,725;78,2;157
28,613;72,7;159,4
31,714;81,9;160,7
16,677;29,9;133,9
32,424;78,1;155,2
20,893;39,1;136,8
22,931;60,7;162,7
21,943;58,3;163
16,155;18,6;107,3
22,901;54,1;153,7
28,379;76,7;164,4
26,355;67,3;159,8
13,797;20;120,4
21,174;51,2;155,5
26,41;61,5;152,6
19,326;55;168,7
57,13;142,8;158,1
36,393;98,6;164,6
28,431;65,6;151,9
26,916;58,4;147,3
26,969;66,9;157,5
22,476;60,6;164,2
33,392;84,1;158,7
19,288;47,3;156,6
19,431;51,5;162,8
40,073;96,4;155,1
23,273;57;156,5
26,622;63,3;154,2
41,032;92,2;149,9
33,374;93,3;167,2
18,122;42,7;153,5
22,043;53,3;155,5
18,594;34,9;137
49,112;139,44;168,5
24,467;68,89;167,8
22,325;70,1;177,2
17;50;171,5
26,081;73;167,3
28,603;58;142,4
21,124;57,3;164,7
33,068;76,4;152
19,897;52,8;162,9
18,472;48;161,2
50,266;134,7;163,7
19,984;51,8;161
20,011;51,1;159,8
27,766;73,5;162,7
25,932;71,2;165,7
47,221;109,1;152
29,785;72,3;155,8
20,576;54;162
35,552;78,4;148,5
22,178;50,3;150,6
17,49;42,4;155,7
19,275;48,3;158,3
34,698;87,5;158,8
30,637;82,1;163,7
25,558;63,4;157,5
21,657;57,4;162,8
16,869;41,9;157,6
16,956;47,8;167,9
34,172;87,7;160,2
32,591;78,4;155,1
21,373;39,3;135,6
33,896;77,8;151,5
21,641;55,4;160
36,802;86,6;153,4
21,585;28,2;114,3
36,855;97,2;162,4
21,55;58,6;164,9
38,874;98,4;159,1
38,137;99,1;161,2
35,188;97,9;166,8
23,895;59,2;157,4
20,844;52,3;158,4
23,265;56,4;155,7
35,164;84,7;155,2
30,209;94;176,4
32,386;87;163,9
27,117;59,8;148,5
22,95;57,8;158,7
34,53;77,9;150,2
38,601;94,3;156,3
21,718;48,8;149,9
27,374;64,5;153,5
36,33;84,6;152,6
22,977;60,3;162
20,605;38,9;137,4
37,434;94,4;158,8
14,774;22,9;124,5
24,467;63,5;161,1
25,897;62,7;155,6
19,741;47;154,3
17,056;39,2;151,6
15,979;37,7;153,6
29,091;69,8;154,9
20,8;59,9;169,7
24,671;69,3;167,6
33,784;74,4;148,4
25,561;71,8;167,6
26,931;68,6;159,6
29,733;66,9;150
22,641;55,1;156
24,329;57,1;153,2
23,385;54,6;152,8
25,227;62,738;157,7
20,905;25,897;111,3
31,489;84,075;163,4
47,007;115,426;156,7
19,051;40,832;146,4
22,264;62,764;167,9
20,275;48,146;154,1
20,688;50,8;156,7
23,394;58,4;158
26,371;66;158,2
31,843;80,3;158,8
49,2;130,4;162,8
31,657;83,8;162,7
31,96;70,1;148,1
32,663;80;156,5
33,54;71,2;145,7
19,48;46,5;154,5
25,342;59,4;153,1
38,651;93,1;155,2
32,22;87,4;164,7
19,997;42,8;146,3
27,632;64,6;152,9
21,588;50,8;153,4
19,886;51,1;160,3
17,431;25,1;120
18,336;47;160,1
20,393;42,7;144,7
16,424;20,2;110,9
22,382;55,1;156,9
20,181;51,6;159,9
22,888;57,5;158,5
34,215;87,7;160,1
17,798;51,8;170,6
39,491;91;151,8
27,608;66,5;155,2
30,252;76;158,5
32,118;84,5;162,2
38,095;94,5;157,5
32,089;79,5;157,4
31,625;66,4;144,9
35,19;89,3;159,3
62,111;149,8;155,3
28,607;65,4;151,2
31,358;71,5;151
24,766;59,5;155
33,048;82,5;158
36,806;92;158,1
18,79;36,2;138,8
18,56;29,7;126,5
20,823;48,3;152,3
33,387;64,6;139,1
36,234;103;168,6
20,449;39;138,1
28,289;60,3;146
27,05;72,4;163,6
32,762;77,8;154,1
35,17;85,7;156,1
23,364;66,1;168,2
37,94;93,4;156,9
30,811;84,8;165,9
25,502;62,7;156,8
25,701;60,4;153,3
22,197;52,3;153,5
22,889;51,5;150
31,115;71,7;151,8
36,64;90,2;156,9
32,31;70,2;147,4
23,053;60,8;162,4
26,55;61,1;151,7
19,239;46,7;155,8
22,636;59,7;162,4
51,536;141,5;165,7
22,649;56,9;158,5
29,001;68,6;153,8
23,625;57,2;155,6
41,352;105,598;159,8
18,975;41,9;148,6
33,406;83,5;158,1
20,69;49,9;155,3
26,336;71,7;165
21,908;57;161,3
26,764;70,5;162,3
19,743;50,1;159,3
20,691;48,5;153,1
25,25;58,8;152,6
14,636;41,9;169,2
22,076;55,6;158,7
23,832;50,8;146
26,095;58,4;149,6
24,244;60,6;158,1
19,208;34,8;134,6
34,77;81,5;153,1
25,899;64,9;158,3
21,433;53,1;157,4
25,785;57,4;149,2
18,569;47,3;159,6
24,199;63,9;162,5
20,285;51,8;159,8
25,216;65,2;160,8
27,613;72,2;161,7
14,702;33,7;151,4
19,469;45,1;152,2
26,49;66,8;158,8
24,064;62,3;160,9
23,903;62,5;161,7
17,894;40,8;151
